3.41	60	2	1
3.1	60	4	1
3.0	60	3	1
2.93	40	1	1
3.25	40	2	2
3.45	60	2	1
3.24	60	4	2
3.13	60	1	1
3.3	20	1	2
3.2	60	4	1
3.2	20	7	1
2.7	80	1	2
3.3	80	1	1
3.07	60	2	1
3.41	60	1	1
3.52	20	5	1
3.09	60	1	2
2.74	60	2	2
2.75	80	3	1
3.34	60	4	2
2.94	40	2	1
2.3	60	4	1
2.6	20	2	2
3.09	60	1	2
3.7	80	3	1
